Date,Region,Product,Units_Sold,Price,Marketing_Spend,Revenue
2022-10-05,North,Product A,21,35.61943902384356,1583.678172892258,748.0082195007147
2022-10-05,North,Product B,17,71.63778367257342,765.6660191105734,1217.8423224337482
2022-10-05,North,Product C,27,21.236529322309394,1892.4778438815881,573.3862917023537
2022-10-05,South,Product A,17,88.09093372134855,975.3830077344164,1497.5458732629254
2022-10-05,South,Product B,15,94.89238193286248,1544.0446950124594,1423.3857289929372
2022-10-05,South,Product C,21,69.20057813593358,1985.080775156395,1453.2121408546052
2022-10-05,East,Product A,14,90.18984575423643,1611.1529266313066,1262.65784055931
2022-10-05,East,Product B,23,48.75929209758041,940.3877663967401,1121.4637182443496
2022-10-05,East,Product C,20,83.86361431734201,1474.9458961666478,1677.2722863468402
2022-10-05,West,Product A,23,91.2004273454053,1006.9927352773037,2097.609828944322
2022-10-05,West,Product B,18,66.26241127969392,553.9134106951132,1192.7234030344905
2022-10-05,West,Product C,19,42.92330017026275,1386.2498908535163,815.5427032349922
2022-10-06,North,Product A,7,85.80804485277267,1040.2859621168943,600.6563139694086
2022-10-06,North,Product B,14,81.59948424788887,823.7315412452647,1142.392779470444
2022-10-06,North,Product C,22,24.134537693488618,1297.031947352222,530.9598292567496
2022-10-06,South,Product A,20,78.08730669781292,1963.778119193802,1561.7461339562583
2022-10-06,South,Product B,20,83.61489558149628,906.2483768931113,1672.2979116299257
2022-10-06,South,Product C,19,22.028059473236603,1943.9726220168875,418.53312999149546
2022-10-06,East,Product A,25,52.71623555314159,759.9414801062687,1317.9058888285397
2022-10-06,East,Product B,15,63.938133176489636,1571.8938840500934,959.0719976473446
2022-10-06,East,Product C,22,96.38922245305552,1606.8453750436527,2120.5628939672215
2022-10-06,West,Product A,21,53.568004994223195,871.5964842517362,1124.928104878687
2022-10-06,West,Product B,18,21.15147909038047,674.1089607603743,380.72662362684844
2022-10-06,West,Product C,10,88.43684672088058,1555.4867890700355,884.3684672088058
2022-10-07,North,Product A,20,59.32927000934659,1210.2076561708486,1186.5854001869318
2022-10-07,North,Product B,15,51.88037875178988,1423.7751470783246,778.2056812768482
2022-10-07,North,Product C,22,49.9690091701177,1438.7898735713545,1099.3182017425895
2022-10-07,South,Product A,20,72.69549052951561,744.4016406221446,1453.9098105903122
2022-10-07,South,Product B,12,22.120904843329747,1378.663371910195,265.45085811995693
2022-10-07,South,Product C,29,51.05359409652175,1464.9323276635298,1480.5542287991307
2022-10-07,East,Product A,19,95.317184702122,1079.1539567011614,1811.0265093403182
2022-10-07,East,Product B,15,28.062240110194132,527.3327384773246,420.933601652912
2022-10-07,East,Product C,13,25.695091876818317,978.463445440642,334.03619439863814
2022-10-07,West,Product A,25,85.15747860711487,922.7821621600999,2128.9369651778716
2022-10-07,West,Product B,14,70.31542774239071,1816.2080202905795,984.4159883934699
2022-10-07,West,Product C,23,42.562765805704515,766.1593156695842,978.9436135312038
2022-10-08,North,Product A,23,99.24041136005387,1118.9265153671397,2282.529461281239
2022-10-08,North,Product B,18,47.264283220241424,1896.135988405347,850.7570979643456
2022-10-08,North,Product C,26,80.06968542331978,1631.8143111270235,2081.8118210063144
2022-10-08,South,Product A,20,45.603968082448944,1843.2848427443007,912.0793616489789
2022-10-08,South,Product B,18,92.4305581135411,636.9300151792004,1663.7500460437398
2022-10-08,South,Product C,30,70.54697697358394,1172.6682829674796,2116.409309207518
2022-10-08,East,Product A,17,73.80147648616307,1628.5617941565201,1254.625100264772
2022-10-08,East,Product B,24,27.29648824389523,1241.6304570538723,655.1157178534855
2022-10-08,East,Product C,11,55.32244010987016,1831.5562741374497,608.5468412085718
2022-10-08,West,Product A,18,31.43933456422687,1642.2659475762084,565.9080221560837
2022-10-08,West,Product B,22,26.728544489199795,1551.45369718868,588.0279787623955
2022-10-08,West,Product C,12,76.4993781725197,622.0231709628497,917.9925380702364
2022-10-09,North,Product A,18,85.0239653806002,1920.8728660757881,1530.4313768508036
2022-10-09,North,Product B,18,82.17175327419494,1337.6063746037075,1479.091558935509
2022-10-09,North,Product C,19,28.895798584492105,1238.9376564362888,549.02017310535
2022-10-09,South,Product A,11,29.40209974216839,1473.8154531740952,323.4230971638523
2022-10-09,South,Product B,23,96.97380387796335,1062.3058692855561,2230.397489193157
2022-10-09,South,Product C,17,37.88766708155621,1944.8338091609169,644.0903403864555
2022-10-09,East,Product A,12,97.54420284952792,1284.6467662552232,1170.5304341943352
2022-10-09,East,Product B,22,56.36328518142186,1441.3371201260952,1239.9922739912809
2022-10-09,East,Product C,21,23.63571042731663,921.4447843883455,496.34991897364927
2022-10-09,West,Product A,19,42.19049463849061,782.1817395856419,801.6193981313216
2022-10-09,West,Product B,19,66.69248894806977,616.6019554474773,1267.1572900133256
2022-10-09,West,Product C,23,44.76220930290622,1720.692529560423,1029.5308139668432
2022-10-10,North,Product A,22,92.8741747595074,1733.8058643847535,2043.2318447091627
2022-10-10,North,Product B,30,69.07321567486319,1127.3645544359283,2072.196470245896
2022-10-10,North,Product C,28,23.617493608495153,539.550461745878,661.2898210378643
2022-10-10,South,Product A,18,98.98209034519556,725.6253366552922,1781.67762621352
2022-10-10,South,Product B,21,97.59315182516826,1763.178384703563,2049.4561883285337
2022-10-10,South,Product C,25,53.185560187013216,910.1106078960594,1329.6390046753304
2022-10-10,East,Product A,25,56.04353082480748,693.7391227272425,1401.0882706201871
2022-10-10,East,Product B,30,38.29142444027702,1507.5510266087852,1148.7427332083105
2022-10-10,East,Product C,22,29.08460737597032,1507.3597933891992,639.861362271347
2022-10-10,West,Product A,20,61.61308008895947,1778.27225047781,1232.2616017791895
2022-10-10,West,Product B,21,90.1322882126676,1105.2242993185955,1892.7780524660197
2022-10-10,West,Product C,14,80.41098045388952,1430.464327030197,1125.7537263544532
2022-10-11,North,Product A,23,30.90971804694158,521.8169985018229,710.9235150796563
2022-10-11,North,Product B,18,51.379523607978584,1156.2123830355936,924.8314249436145
2022-10-11,North,Product C,27,61.119159132784866,1675.4795191117146,1650.2172965851914
2022-10-11,South,Product A,19,88.98909669973962,1924.2809354864632,1690.7928372950528
2022-10-11,South,Product B,20,56.7308604990609,1970.0488629282156,1134.6172099812181
2022-10-11,South,Product C,20,70.67206834533806,860.2184281672896,1413.4413669067612
2022-10-11,East,Product A,12,30.243667116621793,727.8540402684415,362.9240053994615
2022-10-11,East,Product B,14,34.55040675193159,1018.5009249857948,483.7056945270423
2022-10-11,East,Product C,27,73.40461908168217,758.4798068024447,1981.9247152054186
2022-10-11,West,Product A,15,33.514805045773166,917.8855085479379,502.72207568659746
2022-10-11,West,Product B,15,29.650869688048065,1191.1681520490888,444.76304532072095
2022-10-11,West,Product C,16,60.27338166838855,1535.592242944048,964.3741066942168
2022-10-12,North,Product A,22,89.88628992854218,1881.3086007977197,1977.498378427928
2022-10-12,North,Product B,11,84.4961023834449,1622.3895355754876,929.457126217894
2022-10-12,North,Product C,15,49.63776822331056,1226.784477786532,744.5665233496584
2022-10-12,South,Product A,22,57.002777290651835,1621.2064072006349,1254.0611003943404
2022-10-12,South,Product B,20,28.573760907182084,1171.1185502351818,571.4752181436417
2022-10-12,South,Product C,20,41.539458475950475,1065.926244656934,830.7891695190095
2022-10-12,East,Product A,16,29.580970545540097,1835.7909211098424,473.29552872864156
2022-10-12,East,Product B,21,83.13369908858706,1247.663298393586,1745.8076808603284
2022-10-12,East,Product C,13,66.94728944167034,1618.159211276495,870.3147627417144
2022-10-12,West,Product A,19,42.702072463897956,1044.6234445979526,811.3393768140612
2022-10-12,West,Product B,22,48.4877380718277,1979.7728731894695,1066.7302375802094
2022-10-12,West,Product C,21,28.1425978096323,729.288708776498,590.9945540022783
2022-10-13,North,Product A,16,34.925361924104465,927.6427530407707,558.8057907856714
2022-10-13,North,Product B,12,52.83174615917292,1973.5679253629096,633.9809539100751
2022-10-13,North,Product C,13,97.55763466202951,1798.2606888409705,1268.2492506063836
2022-10-13,South,Product A,25,33.67100699120527,1502.9648298866464,841.7751747801317
2022-10-13,South,Product B,28,65.72901515759199,919.9686404904262,1840.4124244125755
2022-10-13,South,Product C,24,45.89433891233949,1138.154657924625,1101.4641338961478
2022-10-13,East,Product A,20,29.186945979136283,1415.930063662449,583.7389195827257
2022-10-13,East,Product B,17,32.34901722193619,1221.7101527822263,549.9332927729151
2022-10-13,East,Product C,20,46.92834225551365,701.6220154084614,938.566845110273
2022-10-13,West,Product A,17,40.37125238110111,1522.254083335894,686.3112904787189
2022-10-13,West,Product B,24,57.72609508401267,1117.7613712209027,1385.426282016304
2022-10-13,West,Product C,18,86.44955262301833,1947.540365999769,1556.09194721433
2022-10-14,North,Product A,14,95.06723654568303,771.8495992484902,1330.9413116395624
2022-10-14,North,Product B,21,31.18179013010316,1692.9009677898352,654.8175927321663
2022-10-14,North,Product C,16,33.14126383447943,1721.862080347073,530.2602213516709
2022-10-14,South,Product A,22,48.7064387298802,1815.8008112196624,1071.5416520573644
2022-10-14,South,Product B,18,55.13079268561747,1065.4166441373613,992.3542683411144
2022-10-14,South,Product C,19,79.80875041410009,1254.0805851387186,1516.3662578679016
2022-10-14,East,Product A,18,92.51776887716376,1436.3569938709882,1665.3198397889478
2022-10-14,East,Product B,22,31.141765813070982,1691.037783905444,685.1188478875616
2022-10-14,East,Product C,22,91.51140664407662,1682.895816836796,2013.2509461696854
2022-10-14,West,Product A,15,39.87913118515726,1615.9194388590154,598.186967777359
2022-10-14,West,Product B,18,28.850538956416578,1769.6784376017772,519.3097012154984
2022-10-14,West,Product C,14,83.78362926236429,724.8761410231607,1172.9708096731001
2022-10-15,North,Product A,16,77.60292292368595,1461.721449327946,1241.6467667789752
2022-10-15,North,Product B,23,40.14392471255622,1018.5439902558792,923.310268388793
2022-10-15,North,Product C,21,56.96046429153061,1920.925009417723,1196.169750122143
2022-10-15,South,Product A,15,60.47109431075728,1417.1813531519717,907.0664146613592
2022-10-15,South,Product B,28,75.73206591015138,1883.7490717659434,2120.4978454842385
2022-10-15,South,Product C,23,66.10306881334506,1410.072569574284,1520.3705827069364
2022-10-15,East,Product A,19,94.74936118152118,1888.3527693601645,1800.2378624489024
2022-10-15,East,Product B,19,98.78729591698676,1758.347129668901,1876.9586224227485
2022-10-15,East,Product C,26,67.30203485959434,1098.5040558051955,1749.852906349453
2022-10-15,West,Product A,10,84.22827588784091,506.94803450690426,842.2827588784091
2022-10-15,West,Product B,18,62.99164823503383,1879.7834246191408,1133.8496682306088
2022-10-15,West,Product C,18,79.00009984877987,1178.3269113347108,1422.0017972780377
2022-10-16,North,Product A,16,31.26856163038399,764.5804797593349,500.2969860861438
2022-10-16,North,Product B,20,93.187672085448,1043.5908486749497,1863.75344170896
2022-10-16,North,Product C,21,21.04755652706669,1495.3060580250658,441.9986870684005
2022-10-16,South,Product A,14,26.82797344629151,1995.3113777689211,375.5916282480811
2022-10-16,South,Product B,20,25.3661181910742,1624.9407055987667,507.32236382148403
2022-10-16,South,Product C,16,36.41117123856057,786.0315809954998,582.5787398169691
2022-10-16,East,Product A,21,82.04220933560084,1179.9332521220413,1722.8863960476178
2022-10-16,East,Product B,20,52.06104487002608,1339.460496962327,1041.2208974005216
2022-10-16,East,Product C,15,88.94284968108138,1919.173193200449,1334.1427452162206
2022-10-16,West,Product A,18,71.51996345912126,1113.1012566471445,1287.3593422641827
2022-10-16,West,Product B,23,22.16767940027868,832.9582428994241,509.8566262064096
2022-10-16,West,Product C,16,21.57684302034913,656.1628729768607,345.2294883255861
2022-10-17,North,Product A,24,72.21968862814998,857.2741715700897,1733.2725270755996
2022-10-17,North,Product B,13,77.78135454845273,1783.5447021594287,1011.1576091298855
2022-10-17,North,Product C,25,73.44681092565169,807.4764431237315,1836.1702731412922
2022-10-17,South,Product A,17,21.04015388085888,628.2627962817021,357.682615974601
2022-10-17,South,Product B,16,34.51483480718379,1374.5623414545382,552.2373569149406
2022-10-17,South,Product C,19,85.39548493907527,1012.726027546814,1622.5142138424303
2022-10-17,East,Product A,17,67.22359540118461,902.0954612343144,1142.8011218201384
2022-10-17,East,Product B,22,64.16377446815842,1154.189793702975,1411.6030382994852
2022-10-17,East,Product C,24,89.47743807183302,1231.1467973742706,2147.4585137239924
2022-10-17,West,Product A,19,41.494188750795686,1312.4513219913003,788.389586265118
2022-10-17,West,Product B,22,31.14848592582593,1752.3953551989487,685.2666903681704
2022-10-17,West,Product C,15,21.471254123797337,1871.4482098407484,322.06881185696005
2022-10-18,North,Product A,14,41.92441765497648,1331.2670037736902,586.9418471696707
2022-10-18,North,Product B,22,36.513701740848255,516.4937429877207,803.3014382986617
2022-10-18,North,Product C,26,68.04134883469227,1497.5550118193833,1769.0750697019992
2022-10-18,South,Product A,19,61.513416422627,570.4489501625826,1168.7549120299132
2022-10-18,South,Product B,15,26.623893434010117,1404.7281641995824,399.35840151015174
2022-10-18,South,Product C,16,43.09549894165599,1033.5090746974238,689.5279830664958
2022-10-18,East,Product A,23,65.31237122375177,1214.0756032986496,1502.1845381462906
2022-10-18,East,Product B,23,22.494650804902776,893.3960664497376,517.3769685127638
2022-10-18,East,Product C,21,59.70929977609891,1395.2642733753337,1253.8952952980771
2022-10-18,West,Product A,18,28.527860250701742,612.7066726037132,513.5014845126314
2022-10-18,West,Product B,23,75.07219171421889,1152.2410079056194,1726.6604094270344
2022-10-18,West,Product C,16,83.95327031751833,1542.0447062816402,1343.2523250802933
2022-10-19,North,Product A,17,48.87791175520214,637.3731099899512,830.9244998384364
2022-10-19,North,Product B,28,96.0189883056642,1169.0086594369336,2688.5316725585976
2022-10-19,North,Product C,15,89.83566687011266,1598.3373296143418,1347.53500305169
2022-10-19,South,Product A,24,75.3821251614282,1773.793477347979,1809.171003874277
2022-10-19,South,Product B,16,37.69675534556818,1981.5020119949704,603.1480855290908
2022-10-19,South,Product C,29,76.44601380125508,1887.8724761234987,2216.9344002363973
2022-10-19,East,Product A,15,93.23906380704335,550.9189678786983,1398.5859571056503
2022-10-19,East,Product B,23,93.95169563012243,1956.5873677480517,2160.888999492816
2022-10-19,East,Product C,29,88.96341207914507,1766.8240978026056,2579.938950295207
2022-10-19,West,Product A,17,22.96061077723941,1394.4048177230795,390.33038321307
2022-10-19,West,Product B,16,26.156256130336732,1544.4331638172096,418.5000980853877
2022-10-19,West,Product C,18,25.22850726391539,972.9355067459155,454.113130750477
2022-10-20,North,Product A,20,45.5002002345656,1438.8370646555136,910.0040046913119
2022-10-20,North,Product B,26,38.6367579802907,536.6011723348071,1004.5557074875583
2022-10-20,North,Product C,26,89.97613381473596,1293.405701040818,2339.379479183135
2022-10-20,South,Product A,24,58.39004962431271,1441.2581948275551,1401.361190983505
2022-10-20,South,Product B,24,53.70856018216561,1606.3734523833373,1289.0054443719746
2022-10-20,South,Product C,16,48.36977261126212,930.8584874811227,773.9163617801939
2022-10-20,East,Product A,17,23.36745517090895,526.8109021001208,397.24673790545216
2022-10-20,East,Product B,18,37.46031102920513,1924.941775925338,674.2855985256923
2022-10-20,East,Product C,24,53.40646206279427,1818.677461343247,1281.7550895070624
2022-10-20,West,Product A,29,69.07291113685662,750.5509191381128,2003.1144229688418
2022-10-20,West,Product B,29,68.61894359030873,1269.0327665247628,1989.9493641189533
2022-10-20,West,Product C,16,37.63889672561403,779.6573932163817,602.2223476098245
2022-10-21,North,Product A,24,24.62741412507171,1953.653945211217,591.057939001721
2022-10-21,North,Product B,19,75.68164944430337,730.8438595097825,1437.951339441764
2022-10-21,North,Product C,25,37.905409185809845,1305.4616343401203,947.6352296452461
2022-10-21,South,Product A,21,27.31894699182039,1816.1912939455706,573.6978868282282
2022-10-21,South,Product B,17,91.09984638951818,1933.47724734463,1548.697388621809
2022-10-21,South,Product C,22,26.958940792912813,1112.679819606048,593.0966974440819
2022-10-21,East,Product A,18,77.87360909508679,1243.8136026181562,1401.7249637115622
2022-10-21,East,Product B,12,74.66070109276768,614.1962892354503,895.9284131132122
2022-10-21,East,Product C,25,58.44692618613184,1388.6116769892765,1461.173154653296
2022-10-21,West,Product A,25,74.24129220472508,1348.5979459936866,1856.0323051181272
2022-10-21,West,Product B,17,83.79408172855425,1487.6777519876382,1424.499389385422
2022-10-21,West,Product C,23,69.48891025721474,1629.074959336462,1598.244935915939
2022-10-22,North,Product A,15,89.74748221961856,543.8709245518387,1346.2122332942783
2022-10-22,North,Product B,25,46.809508340731355,1615.2623844374116,1170.2377085182839
2022-10-22,North,Product C,15,86.57073423661936,1261.2016006412543,1298.5610135492905
2022-10-22,South,Product A,22,70.72045624796891,1309.9780695737832,1555.850037455316
2022-10-22,South,Product B,24,80.88223220016224,1311.8998680141653,1941.1735728038936
2022-10-22,South,Product C,32,70.60975145071585,1898.0421582650263,2259.512046422907
2022-10-22,East,Product A,23,44.0770853557453,1562.2581329679224,1013.7729631821418
2022-10-22,East,Product B,18,23.65936270500103,1807.3052092285643,425.86852869001854
2022-10-22,East,Product C,23,80.6610556743218,536.8803746882022,1855.2042805094015
2022-10-22,West,Product A,20,74.66363012852042,1168.8540595651225,1493.2726025704085
2022-10-22,West,Product B,19,33.089905695333535,1692.214323124894,628.7082082113371
2022-10-22,West,Product C,23,26.590483649267416,1520.7489531120696,611.5811239331506
2022-10-23,North,Product A,22,96.06908498003283,726.5868376713504,2113.5198695607223
2022-10-23,North,Product B,19,53.57818535408978,1457.7889214961283,1017.9855217277059
2022-10-23,North,Product C,19,98.71821183678625,1114.0010094725644,1875.6460248989388
2022-10-23,South,Product A,27,37.04837632200666,546.7011243267671,1000.3061606941799
2022-10-23,South,Product B,22,89.14865998717096,1209.8148600373356,1961.270519717761
2022-10-23,South,Product C,33,89.48985343644887,1664.8952791876127,2953.1651634028126
2022-10-23,East,Product A,24,30.499590214591006,548.7892692368779,731.9901651501841
2022-10-23,East,Product B,28,83.7229832780941,1222.283527268825,2344.243531786635
2022-10-23,East,Product C,14,74.84522297831771,1145.4588423491941,1047.833121696448
2022-10-23,West,Product A,16,25.13671496601073,1372.9571028715982,402.18743945617166
2022-10-23,West,Product B,17,44.8289567138859,1182.8302236227019,762.0922641360603
2022-10-23,West,Product C,18,68.0016438495443,937.4938680639548,1224.0295892917973
2022-10-24,North,Product A,24,58.44055578062631,657.3952676272623,1402.5733387350315
2022-10-24,North,Product B,14,69.45245874544952,1553.697455816156,972.3344224362933
2022-10-24,North,Product C,21,46.11690465951935,1276.567465077067,968.4549978499064
2022-10-24,South,Product A,13,22.656248703309323,617.8677457325311,294.5312331430212
2022-10-24,South,Product B,19,65.40326786092464,1534.1974537058986,1242.6620893575682
2022-10-24,South,Product C,24,33.398606580725584,656.8517605016004,801.566557937414
2022-10-24,East,Product A,22,22.526891586051363,1904.3183693655346,495.59161489313
2022-10-24,East,Product B,23,47.15601540342448,1722.2376706197683,1084.588354278763
2022-10-24,East,Product C,21,56.18546276146401,1465.3665427947876,1179.894717990744
2022-10-24,West,Product A,20,26.530398562447168,590.5281259858457,530.6079712489434
2022-10-24,West,Product B,16,89.74268532737614,828.8209810370665,1435.8829652380182
2022-10-24,West,Product C,15,72.69662204007008,1247.2935746797084,1090.4493306010513
2022-10-25,North,Product A,21,38.2763793065039,1994.5008740851129,803.8039654365818
2022-10-25,North,Product B,16,25.775872718334067,545.9787533087091,412.4139634933451
2022-10-25,North,Product C,17,89.46180043267044,1590.753604649462,1520.8506073553976
2022-10-25,South,Product A,23,47.674799403757035,1056.558144476904,1096.5203862864118
2022-10-25,South,Product B,26,55.08923353516724,1587.8864906227047,1432.3200719143483
2022-10-25,South,Product C,20,92.05614912090068,1132.581390310183,1841.1229824180136
2022-10-25,East,Product A,17,92.98906764933528,815.9932835084999,1580.8141500386998
2022-10-25,East,Product B,22,78.64904179322248,697.3515276908897,1730.2789194508946
2022-10-25,East,Product C,15,97.71160752333117,771.4654290642346,1465.6741128499675
2022-10-25,West,Product A,25,39.778485952254165,1806.1248519087671,994.4621488063541
2022-10-25,West,Product B,19,48.73866955198125,1389.426277152391,926.0347214876438
2022-10-25,West,Product C,15,97.552985786823,887.2001490516914,1463.294786802345
2022-10-26,North,Product A,22,81.87785005492805,696.3104910775247,1801.312701208417
2022-10-26,North,Product B,33,38.88403706771712,610.245120995019,1283.1732232346649
2022-10-26,North,Product C,15,46.9602541145029,1743.3250488239141,704.4038117175435
2022-10-26,South,Product A,19,69.37159892832241,1560.1658253281687,1318.0603796381258
2022-10-26,South,Product B,15,22.933714154683436,1604.6030225984607,344.0057123202515
2022-10-26,South,Product C,22,87.53363591753578,1708.5052294250797,1925.739990185787
2022-10-26,East,Product A,21,36.46729680294146,667.8794290965918,765.8132328617708
2022-10-26,East,Product B,17,62.49356224008256,1904.9085384424423,1062.3905580814035
2022-10-26,East,Product C,9,56.175922262674824,1900.8125262918575,505.5833003640734
2022-10-26,West,Product A,17,23.325828724031368,722.5148014431333,396.5390883085332
2022-10-26,West,Product B,19,59.10772642055362,1500.2963863191567,1123.0468019905188
2022-10-26,West,Product C,14,44.63439532729527,1557.02114410497,624.8815345821338
2022-10-27,North,Product A,16,97.59296368858163,640.8510736841276,1561.4874190173061
2022-10-27,North,Product B,22,89.45138035020042,765.7246841710789,1967.9303677044093
2022-10-27,North,Product C,29,59.773981120674186,1426.770860301821,1733.4454524995515
2022-10-27,South,Product A,26,22.43096477574695,1896.4230432604668,583.2050841694207
2022-10-27,South,Product B,23,37.254012191817374,1488.3282053489856,856.8422804117996
2022-10-27,South,Product C,18,28.527442424639258,1486.767956904554,513.4939636435066
2022-10-27,East,Product A,21,90.28124490410784,1106.2104824765495,1895.9061429862645
2022-10-27,East,Product B,18,84.62767535530068,1643.4277021649236,1523.2981563954122
2022-10-27,East,Product C,24,85.42673729400173,680.3135830559127,2050.2416950560414
2022-10-27,West,Product A,21,45.96686639202162,1049.6923023070967,965.304194232454
2022-10-27,West,Product B,19,51.08464810162766,1173.040433933796,970.6083139309255
2022-10-27,West,Product C,16,38.181570181052116,609.7938856526655,610.9051228968339
2022-10-28,North,Product A,21,69.55922768076917,1195.2410657008586,1460.7437812961525
2022-10-28,North,Product B,18,61.526542810897446,1218.7728164445964,1107.477770596154
2022-10-28,North,Product C,18,66.41378953818659,1300.4038200903178,1195.4482116873587
2022-10-28,South,Product A,21,85.03885909728749,1577.1846143397415,1785.816041043037
2022-10-28,South,Product B,31,35.662238854683686,511.3443124672132,1105.5294044951943
2022-10-28,South,Product C,18,58.86974073490605,885.1648515807619,1059.655333228309
2022-10-28,East,Product A,17,84.24207182661307,1308.7419150128817,1432.1152210524222
2022-10-28,East,Product B,17,77.29205393785548,908.9360011003007,1313.9649169435434
2022-10-28,East,Product C,19,34.491947962774425,1521.676780947474,655.3470112927141
2022-10-28,West,Product A,15,76.72370093779462,660.3153846421158,1150.8555140669193
2022-10-28,West,Product B,21,97.03415001900639,1225.318470079887,2037.7171503991342
2022-10-28,West,Product C,24,23.473002628385533,1449.7270633910334,563.3520630812528
2022-10-29,North,Product A,30,85.53510875414321,1826.3096950226118,2566.053262624296
2022-10-29,North,Product B,16,68.87847910807935,1116.542704710057,1102.0556657292695
2022-10-29,North,Product C,18,82.44204121950895,912.2090533222042,1483.9567419511611
2022-10-29,South,Product A,25,73.40399194331764,643.3029707520022,1835.0997985829408
2022-10-29,South,Product B,22,66.92867705403793,752.0213116172952,1472.4308951888345
2022-10-29,South,Product C,16,21.89108688370691,1462.957250664899,350.2573901393106
2022-10-29,East,Product A,21,38.555767689278035,1086.358993858272,809.6711214748387
2022-10-29,East,Product B,21,99.02284161719098,704.6596288350997,2079.4796739610106
2022-10-29,East,Product C,23,54.25596919404918,1576.3966484872644,1247.887291463131
2022-10-29,West,Product A,14,77.94710537029928,1367.5803755096135,1091.25947518419
2022-10-29,West,Product B,17,26.852659967714445,1841.2863119961773,456.49521945114554
2022-10-29,West,Product C,15,38.13251217815904,1032.4944587479058,571.9876826723856
2022-10-30,North,Product A,12,25.409005087377192,1700.5347617335424,304.9080610485263
